date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter_utara,rail_tebrau,rail_komuter
2024-07-27,164916,2741,47260,157058,199172,165456,52047,99989,11714,5919,16857,8834,25084
2024-07-28,151760,2806,44191,123404,169794,140308,46862,81246,12042,4733,16915,7180,24195
2024-07-29,226337,2512,45758,194951,250926,267116,54776,151511,11250,2862,13483,8202,34981
2024-07-30,234223,1663,45780,200996,264383,283005,56368,159361,9939,3523,11399,8421,35081
2024-07-31,236277,2692,46198,204121,272244,288374,57595,161644,9836,2168,12033,8425,35178
2024-08-01,236564,2864,48358,204262,265899,283299,57175,159039,10786,4029,14582,8219,35905
2024-08-02,231322,2800,49857,205429,265155,275437,61655,155798,11780,4985,17812,9482,38141
2024-08-03,163143,2792,42856,146392,198005,163524,58147,98147,11737,6146,16456,8480,25463
2024-08-04,149416,3088,45325,124605,165573,139641,51984,80472,11744,4795,16865,6836,24803
2024-08-05,229854,2873,46018,197994,254366,271244,57533,155164,11081,2581,12638,8077,35650
2024-08-06,239396,3247,45351,205357,266743,288986,58800,162644,9775,2264,11024,8265,35423
2024-08-07,239498,3686,46947,207151,274703,293819,58871,164910,10050,2696,11192,9196,35801
2024-08-08,241951,3140,47386,208296,269554,291644,59990,161728,10945,4359,14436,8722,36776
2024-08-09,236107,3572,48892,209159,262760,280580,63489,157575,12100,5377,18552,8146,39065
2024-08-10,168908,3117,44486,144796,207552,172413,56209,101871,11688,6059,16856,8238,26184
2024-08-11,153414,3390,48655,120850,165858,138005,48111,79359,11989,5480,18614,7362,24757
2024-08-12,235072,2757,45247,205055,259547,278485,58410,157874,11223,3180,13697,8273,37079
2024-08-13,242615,2830,47581,207568,266935,288121,57624,162819,9958,2646,11306,8383,35702
2024-08-14,239418,2837,47612,208371,271488,289782,57424,163707,9939,2406,11467,8336,35578
2024-08-15,238603,2843,46711,205831,264039,284800,57708,160096,10815,4174,15181,8096,35132
2024-08-16,234356,3040,48563,206027,263768,275293,60230,155767,11797,5320,18614,9429,37572
2024-08-17,159158,2977,41386,143562,198435,161007,54721,97489,11334,5706,16410,8187,24493
2024-08-18,157638,3105,43661,127114,174892,140575,48959,84453,11846,4415,17286,6745,23912
2024-08-19,230056,2894,45052,201172,254603,270365,57015,154915,10995,2633,13527,8267,34633
2024-08-20,229596,2710,44634,202945,262694,285503,56791,159585,9351,2577,11602,8043,34288
2024-08-21,235260,2792,46372,205962,268041,289959,56710,160755,9320,2460,11018,7915,34442
2024-08-22,233600,2676,46244,205098,260848,283952,56581,157774,10627,3738,13195,8605,33709
2024-08-23,228527,2799,45679,209914,263538,276761,60312,157302,11802,5148,17414,9393,36567
2024-08-24,165259,2697,41971,188168,207151,170855,51137,107217,11376,6161,15163,8130,24160
2024-08-25,151904,2897,43102,123771,166976,140539,45165,85267,11753,5130,15944,6797,23124
2024-08-26,223955,2635,43806,198966,250900,267069,54211,153411,10829,2801,12071,8379,33975
2024-08-27,233785,2689,40972,203016,260452,284023,55178,160178,8897,2243,10791,7915,33358
2024-08-28,235573,2634,46513,203051,265546,284092,55133,162007,9106,2489,10797,8330,33500
2024-08-29,232347,2689,45233,201717,261798,276108,54351,159455,10694,4625,14696,9358,33830
2024-08-30,231238,3111,49114,208483,274397,275060,60811,164465,12084,5487,19981,9453,39751
2024-08-31,234883,3813,45198,151077,223776,175854,61590,148762,11304,6475,18587,8794,29795
2024-09-01,149101,2853,45493,116430,167731,131669,39374,81744,11834,5835,18252,7641,25319
2024-09-02,219976,2763,45636,186296,247214,243045,48918,150129,11185,2817,13969,8537,34078
2024-09-03,230968,2962,43414,195168,262243,264268,49734,160244,9379,2889,11553,9025,34201
2024-09-04,236393,2929,46623,209439,269063,286793,55323,162720,8918,2720,11217,9165,33992
2024-09-05,234037,2944,44518,204667,263274,281002,55233,159983,10285,3295,13030,8929,33678
2024-09-06,233331,3861,45274,205926,262075,269408,58146,155021,11471,5141,16147,9702,35649
2024-09-07,172536,3240,38768,152736,204613,164817,54283,101319,11297,5897,15010,8303,23273
2024-09-08,165054,3387,47093,138454,172735,142798,48146,85123,11558,5225,17278,7000,24171
2024-09-09,232809,2962,46545,204112,256099,271762,55820,156714,10835,2493,13147,8127,34756
2024-09-10,233231,3118,46095,206941,266335,284576,56036,162028,9225,2926,11483,8042,34384
2024-09-11,249767,2759,46175,209305,272223,286563,55484,164509,10554,3067,12148,8154,34657
2024-09-12,247817,2867,43496,205705,262880,276742,53859,158647,11312,4762,16713,8384,35577
2024-09-13,240106,2989,45332,208120,258662,268945,56406,154901,13366,5821,22560,9517,42637
2024-09-14,184325,2198,40327,148318,199935,190399,53480,101642,12975,6918,21419,8556,31136
2024-09-15,185137,2859,48107,141572,204178,164844,60805,98607,12571,7107,18105,7579,29446
2024-09-16,167864,2348,39650,132111,196803,153319,56322,96879,12767,7519,20506,8546,29856
2024-09-17,183643,2060,37848,164068,185563,157083,43844,102339,12569,6349,18289,8896,28518
2024-09-18,251115,2293,42141,202184,269554,276713,57129,157688,12463,6454,16063,8402,38463
2024-09-19,264236,2188,40334,202851,268889,281772,57825,158796,12391,6599,16176,8458,37280
2024-09-20,254678,2254,43483,203038,274945,271812,57619,163700,12619,6395,16866,9358,35939
2024-09-21,181651,2214,39357,131042,190138,153013,45546,99062,12431,6474,15926,8132,22993
2024-09-22,175355,2478,41360,122522,160056,127708,40791,82048,12689,4741,17317,6702,22611
2024-09-23,228955,2765,44327,197533,246504,264470,52811,152824,11154,2956,12778,8057,33720
2024-09-24,234159,2672,43518,203545,262278,281314,52510,161003,9143,2539,11341,7918,34215
2024-09-25,232894,2595,46221,204256,264354,285648,52448,161288,9064,2724,11233,8078,34631
2024-09-26,234573,2801,45088,204768,264865,285567,54153,160617,10162,4473,13361,8076,34757
2024-09-27,231830,2694,46803,204716,265404,273673,57523,159167,11485,5256,17353,9363,36407
2024-09-28,161095,3227,41002,137363,197090,158885,49231,100798,11466,6172,15807,8409,23748
2024-09-29,148637,2442,42784,122237,167533,136454,46263,82959,11639,5830,16890,6825,22269
2024-09-30,226441,2673,44769,199707,252337,265341,53943,154050,10581,4455,13337,8103,34155
2024-10-01,241077,2736,47404,208157,269990,289395,55766,163760,8926,2586,11854,7952,34761
2024-10-02,240872,2587,47844,210868,274854,288946,55536,165058,8949,2858,11505,8145,35562
2024-10-03,237414,2644,45518,212972,272878,298050,57965,164869,10617,3932,15206,8672,36383
2024-10-04,240732,2897,48999,214432,280817,287214,63921,164160,11911,4993,20597,9423,40793
2024-10-05,170089,2761,42599,149540,218386,180639,54962,105431,11516,6154,17861,8256,27236
2024-10-06,169313,3003,48460,140175,191472,155697,54620,91449,11807,4991,19955,6798,27368
2024-10-07,243324,2792,47642,206418,261079,272631,58107,157584,10822,2673,13385,7954,35321
2024-10-08,247016,3259,45498,211624,272310,288687,57264,165249,8974,2352,11780,7891,35635
2024-10-09,249753,2704,46323,210946,274613,289876,55632,165053,9228,2569,11920,7759,35027
2024-10-10,246207,2635,46931,209120,268785,289309,56378,163120,10414,4051,15930,7888,35995
2024-10-11,243838,2786,49134,212082,275598,285020,60192,163687,11683,5145,19323,9401,40408
2024-10-12,167505,2331,43531,143683,209715,171213,51401,104206,11514,6206,17882,8040,26953
2024-10-13,163342,2543,45710,130716,180937,150112,50432,89448,12079,4572,19600,6964,27148
2024-10-14,240873,2467,46059,204927,258361,274238,56347,158958,10474,2494,13885,8095,35225
2024-10-15,242404,2458,45674,210346,267712,288521,55824,165769,8529,2385,11819,8057,33057
2024-10-16,255103,2457,46459,213317,277067,298753,57187,168688,8069,2445,11888,7959,34836
2024-10-17,252617,2415,46170,209294,269931,293310,57334,164954,9769,4149,15732,7703,36142
2024-10-18,246222,2855,45329,210764,273844,284900,59984,163925,11685,4908,19796,9184,40012
2024-10-19,169441,2130,40872,136167,202476,163206,48903,101810,10762,6155,16540,7739,25024
2024-10-20,161095,2392,42860,126704,174688,144502,46719,87326,11393,4208,18650,6481,23976
2024-10-21,244962,2389,46639,204313,255332,271104,56305,158964,10180,2203,12993,7830,33908
2024-10-22,246811,2202,45758,209169,266313,288022,56816,165355,7801,2595,11299,7516,33533
2024-10-23,249112,2090,46530,209391,271867,291410,56379,165410,8546,2622,11665,7583,33765
2024-10-24,245489,2186,45264,211567,267867,285948,57070,163539,10220,3730,15019,8204,34339
2024-10-25,241332,2471,44566,216805,273577,278886,60275,162539,11815,5230,18979,8813,36794
2024-10-26,172381,2216,38499,202770,212960,174377,53691,110785,11754,6035,15611,7828,25018
2024-10-27,156554,2253,39460,134913,177035,145518,46984,87834,11543,4949,18037,6624,24796
2024-10-28,230348,2333,41879,202283,253303,265115,55910,155535,11416,3111,15961,8115,34366
2024-10-29,233138,2339,43507,209759,267775,282005,57846,160503,12413,4980,19563,8520,38326
2024-10-30,224475,2141,43829,208718,281911,279543,60904,159959,13821,6489,23583,9319,41762
2024-10-31,152637,1992,41465,136394,216786,168734,58974,103796,13205,7143,19117,7700,34286
2024-11-01,191658,1916,44166,173509,247850,230842,60450,133489,12729,6917,17517,9600,32498
2024-11-02,166366,1653,39578,135572,197666,155180,52147,95607,12960,7226,20014,8127,26696
2024-11-03,184319,1954,43045,122312,166661,136212,45468,83358,13750,5952,27688,6784,34197
2024-11-04,239914,2268,44612,201885,254330,264791,57726,156129,11722,2889,14429,8016,34114
2024-11-05,247703,2306,45159,208504,267819,283946,56393,163591,10118,2302,12812,7664,34655
2024-11-06,246550,2133,46222,211114,276394,289907,58384,165964,8966,2721,11627,7751,33141
2024-11-07,249123,2656,45825,210981,273833,287998,59136,164542,10064,4783,14551,7814,34334
2024-11-08,247725,2799,48509,217237,278511,283954,62249,165471,11491,4755,19269,9199,37061
2024-11-09,174779,2170,44341,148826,218054,172061,56049,111008,11387,6493,18508,7917,25376
2024-11-10,168443,2587,47650,132608,181151,145455,49581,90764,11556,4901,19947,6624,24627
2024-11-11,251884,2181,47131,210460,269117,279646,59504,162692,10743,2401,13683,7627,34679
2024-11-12,246949,2254,46086,211918,272899,290445,58746,167435,9509,2163,11861,7835,33208
2024-11-13,255869,2215,45930,212083,276565,293691,57753,167640,9408,2430,12566,7782,34022
2024-11-14,251467,2196,45996,211084,272181,288957,58757,166583,10946,4510,17625,8048,37508
2024-11-15,246897,2518,48889,215283,276737,282571,60945,165667,12496,5489,21801,9257,40896
2024-11-16,169067,1971,40809,141851,202542,164315,50028,102097,11816,6313,18004,7911,25873
2024-11-17,160667,2275,45099,128644,176072,146476,47832,87375,11984,4699,18291,6966,23945
2024-11-18,249333,1963,45921,209250,265571,279269,57658,165265,11050,2386,14232,8139,34327
2024-11-19,252522,1802,45349,214740,277806,298090,59075,171409,9160,2206,11889,8233,33800
2024-11-20,256839,1963,46144,215276,284812,300438,58457,173734,9694,2301,14541,8094,35905
2024-11-21,251947,1955,45771,226664,279488,298928,60464,171580,10805,4226,15642,8211,35181
2024-11-22,249460,2179,48664,219280,283888,296832,64312,170971,11934,4559,18739,8815,39810
2024-11-23,172167,1660,41160,179338,213334,181410,55863,111500,11829,5352,16444,7789,26226
2024-11-24,158394,1928,44163,133715,177940,154147,48432,89305,12241,4153,19052,6813,25845
2024-11-25,244923,2305,44594,207317,264468,278506,59507,163458,11432,2951,14339,8259,35918
2024-11-26,247442,2038,44759,211488,273502,292895,59580,169739,9873,2187,12292,8380,35248
2024-11-27,245074,1984,42855,211400,278421,295633,58705,169976,10199,2493,11622,8508,35382
2024-11-28,241619,2022,44628,212373,278307,295202,61035,169212,11176,2368,15123,8442,36383
2024-11-29,237034,2158,49545,219553,287120,289005,64625,170716,12263,2150,18438,9351,39887
2024-11-30,174562,2339,43205,164062,226312,180474,60964,114095,11792,3465,16772,8296,27800
2024-12-01,165304,2433,48742,144193,193979,156978,56509,95410,11899,2329,16462,7102,25501
2024-12-02,233535,2310,47115,205735,265053,276065,57998,162834,11296,1191,14850,8255,35063
2024-12-03,239741,2432,46178,211026,277400,292450,57483,169951,9915,1203,12300,8401,34454
2024-12-04,244043,2411,47487,213656,285312,294813,58217,173260,10025,1504,13868,8434,37918
2024-12-05,237526,2593,45555,211076,277304,290093,58664,169520,11125,2923,15102,8579,34940
2024-12-06,237916,3647,49573,216168,282563,287192,65202,168581,11994,3780,18415,9455,37045
2024-12-07,178107,3363,45429,164251,224984,185877,60526,113409,11789,4656,17992,8320,26507
2024-12-08,170755,3727,51371,140502,192997,157139,55712,95326,12097,3715,19450,7395,27402
2024-12-09,236152,1988,47417,205708,265751,277074,60105,160024,11286,2793,14360,8500,35299
2024-12-10,245113,2381,46229,213122,283400,297640,60475,171507,10525,2180,11924,8715,35071
2024-12-11,213363,2604,49266,208507,285866,272453,69585,168117,10367,2227,13146,8814,33322
2024-12-12,241855,2610,48597,208516,275923,289402,59843,166683,10790,3123,14327,8866,34310
2024-12-13,233633,2799,49537,205706,272662,274310,59794,160631,11727,4069,17708,9514,35244
2024-12-14,171603,2529,53913,157720,225510,175027,68682,108945,11490,3943,16348,8445,24253
2024-12-15,161554,2579,49326,137366,189538,151379,53303,92397,11789,3768,16930,7287,22896
2024-12-16,231555,2332,48368,199972,259401,269285,56766,157428,11295,3055,13898,9070,35090
2024-12-17,235246,2262,46246,205046,271197,284270,57430,164201,10590,2432,11924,9046,33447
2024-12-18,239307,2254,48336,208895,280446,289104,58953,168013,11224,2973,12379,9412,34263
2024-12-19,236029,2256,46886,203466,252241,279528,57475,160087,12105,4550,17448,9689,35459
2024-12-20,234035,2707,49625,230838,280934,280343,64359,170868,13573,5098,21144,9761,41385
2024-12-21,169551,2228,43366,157688,223548,208087,59550,119601,12912,5573,18166,8863,28849
2024-12-22,160711,2577,47640,148044,213969,193753,59626,109625,12782,5511,18799,8189,27031
2024-12-23,212616,1963,46336,195769,270298,260918,67210,153223,12606,5474,19252,9172,36101
2024-12-24,211235,2014,45220,199032,288439,270090,71627,158511,12653,5354,18387,9975,35414
2024-12-25,153871,2280,44038,147069,254078,181419,71911,115985,12657,6367,17346,8769,26343
2024-12-26,196050,2020,44427,181588,254901,241158,61988,142623,12637,6469,18618,9182,32935
2024-12-27,191156,1996,45630,177554,243013,231765,58789,137641,12686,5883,18491,9865,33111
2024-12-28,155885,2063,43049,138977,196324,157602,54792,96974,12772,6108,19693,8910,25074
2024-12-29,145506,1871,45664,119588,165083,136026,48545,80816,13099,4935,20948,7616,25685
2024-12-30,199415,2271,48827,179275,235543,233831,58341,138478,11551,2929,16248,9543,31477
2024-12-31,237658,2367,49383,244890,367376,345814,91717,220980,11051,2825,14950,9670,34476
2025-01-01,160381,2313,45503,139336,202590,162360,63975,99681,11434,3400,14967,6419,31969
2025-01-02,219111,2208,46515,191527,254324,254590,58586,156358,11010,2784,14729,9024,33463
2025-01-03,213774,2286,48424,190163,253791,249606,58028,151166,11331,3282,16780,9374,33436
2025-01-04,158246,2008,42380,125243,181585,141258,45689,93659,11286,4925,15352,7922,20173
2025-01-05,151061,2336,45191,116910,160681,126861,43643,80743,11804,4346,16281,6651,20334
2025-01-06,234422,2300,43682,205114,264186,275308,57141,165152,10101,2865,13257,8067,33743
2025-01-07,232903,2691,49785,212315,273685,288926,59809,171454,8217,2331,11790,7915,32423
2025-01-08,237584,2975,51985,214420,282426,295394,60455,173592,8264,2334,12294,8099,33513
2025-01-09,236688,2393,49871,213773,279468,289617,60784,171713,9694,3143,15822,7966,34460
2025-01-10,232725,2341,50222,215163,280619,280623,63975,169092,11239,3675,18270,9164,36280
2025-01-11,167478,1881,47196,146068,209614,165687,54728,108591,11223,4441,16403,8259,22722
2025-01-12,166287,2370,54640,132054,182773,145138,50788,92009,11490,4588,16776,6865,22942
2025-01-13,236816,2078,52528,207734,269827,279036,60121,167876,10099,2226,13080,8210,34487
2025-01-14,235810,2214,50628,209381,276017,288133,58722,170908,8103,2264,11397,7956,33911
2025-01-15,243520,2208,52531,213138,284533,292122,59735,174282,8852,2248,11745,8090,33897
2025-01-16,240817,2276,55060,213592,281162,287989,61021,172201,9980,3448,14149,8112,34334
2025-01-17,237350,2223,56636,214706,282450,283497,61852,168894,12152,4182,18197,9238,37414
2025-01-18,169052,2357,44114,143047,209623,163172,53169,106742,12042,5352,16115,8142,23694
2025-01-19,162672,2430,47261,129010,184617,144509,49417,91664,12081,5152,17611,7057,22712
2025-01-20,235306,2107,46773,210454,275583,284103,61575,168203,11951,3891,14616,8157,31924
2025-01-21,236929,2030,45898,213945,286499,296880,60436,174741,11268,3684,13442,8400,31378
2025-01-22,240875,2045,48036,216049,292304,299737,61243,176024,11566,4354,14054,8585,31744
2025-01-23,238053,2125,46931,215772,286142,294254,61474,173652,12741,5098,19353,8887,32690
2025-01-24,228612,2226,48287,214693,279584,281200,61790,167398,13009,5081,22470,9250,35686
2025-01-25,164578,2037,44654,150521,205208,165741,54539,106819,12839,5811,18865,8974,21512
2025-01-26,152457,2554,46787,132141,178270,144681,52761,89422,12761,5835,18340,8721,19577
2025-01-27,201354,2079,47813,184606,247287,246992,60559,144246,12813,5541,18017,8732,32655
2025-01-28,192154,2195,47660,176661,225941,234046,62646,131755,13243,6507,19963,7094,33527
2025-01-29,158736,2435,48939,155474,205794,195245,75441,106054,12880,6745,18835,8073,35107
2025-01-30,144740,2177,46127,130545,180906,157908,61052,91152,13724,7363,18678,7513,29419
2025-01-31,170281,2121,48268,150392,197467,184831,57612,109465,13699,6537,18960,9565,27128
2025-02-01,145357,1948,48110,137750,172303,138597,52757,86796,13667,6559,19907,8071,21452
2025-02-02,148789,2202,47267,124982,157741,129272,45905,81061,14009,6603,24176,6770,23781
2025-02-03,222990,2165,47623,195569,249888,257597,55957,153260,11957,4811,17882,7494,31372
2025-02-04,229731,1969,46292,204350,269423,281843,57506,163068,11444,4597,15965,7892,31168
2025-02-05,230127,2233,46892,205615,272721,285795,58448,165423,11419,4790,15999,7625,31375
2025-02-06,228961,2156,45109,205056,273561,285767,58998,164802,11681,5234,17734,7556,32412
2025-02-07,229796,2986,47291,210820,277984,283409,64394,168323,12894,6051,20426,9255,33270
2025-02-08,172144,2943,45616,151911,212176,187399,59906,111256,12765,6307,18624,8377,25528
2025-02-09,170049,3255,51518,141149,192519,160726,54431,96725,12805,6067,20014,6803,33451
2025-02-10,238796,2263,48623,208441,278349,281405,62215,167638,11772,5058,18416,7954,77124
2025-02-11,168330,2107,47809,127200,186156,152504,46687,96528,11614,4923,16139,7676,92398
2025-02-12,244705,2050,47746,228225,293164,307971,62018,180433,11219,4524,16184,7430,41181
2025-02-13,242751,2062,45870,217769,290065,303574,61774,176783,11558,4483,17327,7681,34267
2025-02-14,244686,2212,48847,221124,296709,298646,66647,176140,12713,5085,20154,9145,35927
2025-02-15,169461,2116,44662,188603,202338,166202,51742,107944,12458,5059,16563,8164,25658
2025-02-16,161030,2805,45474,131794,174334,142267,46317,86484,12545,3969,16790,6724,23846
2025-02-17,246505,2843,48064,213795,269953,282648,58108,169000,11022,2643,13903,7754,30229
2025-02-18,254058,2798,47726,232156,285452,303539,59626,178303,9559,2171,12704,7667,30510
2025-02-19,256789,2771,47631,223616,292352,307313,59812,181892,9622,2308,12863,7834,31691
2025-02-20,254519,2741,47176,223185,289023,301726,61402,178571,10571,2983,14698,7622,31535
2025-02-21,248306,2788,49526,220640,282638,289580,64475,174509,11728,4183,17057,9250,31960
2025-02-22,175428,1738,41919,147805,205792,170373,59440,108841,11707,4617,17060,7936,20733
2025-02-23,164358,2471,42910,134713,177568,149424,50227,91532,11990,4407,18626,6853,20119
2025-02-24,249536,2746,33026,220881,272982,287593,60522,170853,10785,2442,13529,8004,30404
2025-02-25,253188,2603,46985,221891,288166,303996,62582,178369,9955,2263,12217,7823,29985
2025-02-26,258599,2717,47575,224522,292944,307859,62213,180403,9221,2329,12647,7864,29340
2025-02-27,252569,2755,46644,220964,290119,303152,60832,174956,10288,3206,17301,7874,30709
2025-02-28,254793,3026,48839,228126,292777,299468,65148,177707,11834,4398,22188,9311,34954
2025-03-01,176642,2433,44921,152291,197196,162128,50793,103296,10111,3755,16121,7529,19039
2025-03-02,145213,2041,40080,108614,137643,116641,35938,70149,11221,2810,15715,6004,15293
2025-03-03,239470,2430,45494,209186,257731,274757,52959,164979,9712,2441,13209,7334,28664
2025-03-04,245327,2413,43423,215561,270745,293917,56133,172132,7110,1671,10848,7066,28189
2025-03-05,246931,2486,46165,216790,275332,298071,56676,174403,6763,1520,10422,7122,28106
2025-03-06,243490,2556,44861,214727,270748,294019,56592,170716,8327,2500,13484,7377,28020
2025-03-07,242755,3339,47359,217914,271278,286686,58917,170007,10980,2876,19299,9053,31660
2025-03-08,158983,2341,39685,136018,172309,146987,43448,91459,9300,3010,12175,7350,14080
2025-03-09,155403,2758,42573,123482,152291,130383,40372,78683,11293,3072,15718,6468,15691
2025-03-10,242680,2667,45366,215293,265039,284597,56088,170657,9171,1830,11859,7658,27966
2025-03-11,245843,2617,44375,220271,277662,299687,56856,175904,6883,1404,10367,7445,27554
2025-03-12,244884,2584,46169,220890,280414,302111,57075,177283,6979,1372,10445,7520,25976
2025-03-13,246607,2409,44350,218780,276691,296453,57132,175847,9044,2590,14401,7876,27025
2025-03-14,242528,2806,47987,224709,277447,288565,58262,175154,11685,2998,22049,9063,34598
2025-03-15,162663,2008,39687,152871,182211,159203,46520,99640,10730,3333,14330,7796,16752
2025-03-16,149014,2271,40824,129348,155068,131738,42357,80854,11529,3234,15639,7362,16199
2025-03-17,235508,2354,44044,207441,256877,266872,55778,160260,9597,2069,12385,8520,26186
2025-03-18,151225,1573,36927,131185,163765,142580,38483,89354,9864,2048,11162,9022,13671
2025-03-19,249656,2409,46134,219638,277456,298777,56787,176064,8097,1647,11247,9552,28303
2025-03-20,243903,2488,45600,219719,275286,296807,56784,174086,8560,2775,12831,9146,28195
2025-03-21,245598,2685,47626,224703,277808,290029,59951,172805,11231,3025,16364,9699,29768
2025-03-22,162603,1832,40870,157746,183941,158468,48275,98478,10276,3611,13224,8058,16534
2025-03-23,147369,1985,41269,130348,153513,128594,43641,78771,11142,2887,14199,6879,14820
2025-03-24,238652,2436,45753,216856,265033,283211,55309,169586,9396,2924,12308,8239,27836
2025-03-25,245270,2592,45370,221884,274943,294321,56098,173242,8997,2092,12067,8179,28080
2025-03-26,245836,2672,46661,224121,278514,295631,56386,176056,10200,2570,13364,8339,28769
2025-03-27,240267,2754,45830,216794,265150,277986,55191,165509,11162,4901,15372,8512,27875
2025-03-28,228430,2871,48950,215045,254364,252770,58493,155319,15524,5444,18387,9243,30057
2025-03-29,157533,1979,43640,139460,159988,134753,47300,86885,13687,5270,16444,8184,19132
2025-03-30,156027,2886,47022,128761,156012,127149,54527,79787,13633,4417,12840,7387,18366
2025-03-31,136976,2752,43935,125487,179850,160592,63542,98358,12774,3237,9841,6637,24968
2025-04-01,144954,3191,49029,120820,168269,144421,58783,90730,13564,4879,14787,8389,25373
2025-04-02,181565,1997,43949,153667,212071,196889,55285,120203,13428,5191,15595,8246,24365
2025-04-03,189694,1734,42544,159454,220466,206907,52397,126232,13064,5853,16506,7901,21937
2025-04-04,184430,1802,41757,159731,219150,207683,50295,124939,13480,6132,16744,9165,22804
2025-04-05,151558,1900,41420,123961,166089,138499,41095,89289,14724,6107,18988,7700,18638
2025-04-06,155944,2424,44135,119403,154872,133382,42329,84640,15686,5001,20265,6382,22518
2025-04-07,247348,3068,48016,209011,261360,272277,54565,169133,10634,2979,14018,7452,29882
2025-04-08,253551,3190,45633,215301,277035,292750,56016,177930,9578,2705,12751,7212,30186
2025-04-09,256365,2872,48252,216843,280596,293341,55590,178142,8525,2264,13136,7606,30050
2025-04-10,257201,2653,47110,217079,278640,292542,56618,177557,10249,2995,16512,7564,30563
2025-04-11,250268,3076,48398,218680,281612,284975,60289,176381,11713,3943,20091,9236,32841
2025-04-12,179203,2868,43232,152090,205322,164455,48874,110977,11479,4166,19173,7757,20979
2025-04-13,170487,2631,46781,138284,178254,146700,47020,93997,12118,3797,19979,6565,21518
2025-04-14,254035,2662,48110,213442,270188,283577,58917,174886,10493,2690,15638,7566,29927
2025-04-15,259351,2501,47594,221006,284361,305162,59803,182487,8820,2064,13902,7730,29935
2025-04-16,268148,2610,46190,229770,297325,312761,62982,190249,8925,2000,14059,8069,30300
2025-04-17,262155,2520,45561,222820,286402,301862,61465,183255,10658,3520,18111,8522,30656
2025-04-18,269734,2739,49933,222826,292061,292847,63559,178243,12219,4298,20560,7852,34983
2025-04-19,193224,2490,43578,153268,222628,175667,52567,114255,11477,4614,18312,7934,22840
2025-04-20,186916,2907,44756,135852,189380,150513,46891,96269,11993,4190,19386,6483,22455
2025-04-21,251319,2562,47363,214644,267704,285916,58806,174874,10599,2512,13512,7802,28209
2025-04-22,258638,2483,47802,219717,281540,300380,59187,181227,8510,1910,11623,7452,28584
2025-04-23,253301,2453,48465,218590,283266,298208,58651,181923,8624,2239,11847,7464,28199
2025-04-24,256386,2563,47128,219041,288069,297763,59267,181580,10402,2954,16724,7508,29391
2025-04-25,252963,2567,48238,221078,283288,292278,62226,177074,12231,4251,22385,9247,34007
2025-04-26,177521,2269,42032,175316,213635,176135,51168,116182,11580,4993,19771,7867,21246
2025-04-27,161832,2499,43516,128766,174149,144898,45702,92017,12035,3822,21408,6583,20743
2025-04-28,251734,2375,45299,214520,270239,282024,58492,174321,10721,2772,15256,7796,30151
2025-04-29,257734,2463,46754,218225,281362,299046,58142,179351,9674,2498,13224,7873,29445
2025-04-30,267707,2578,50449,228437,300441,311493,62445,186967,11796,4801,23473,9209,34575
2025-05-01,161818,1996,44692,139832,210992,158125,51892,103983,12010,5935,21577,6980,23050
2025-05-02,238885,2634,53165,207353,270423,265022,62407,163461,11800,4846,20480,9727,30916
2025-05-03,161617,1979,44231,150575,208610,167036,53680,109069,11798,5747,20474,8485,21852
2025-05-04,155423,2362,44588,132118,170459,139676,45313,88088,12358,4813,22028,7150,21138
2025-05-05,254964,2585,49396,218783,273471,283720,59914,176203,11086,2580,15666,8131,30884
2025-05-06,257143,2733,50410,222059,283674,300131,59605,181335,8475,2282,13222,7816,30031
2025-05-07,258246,3005,49220,223517,287814,302816,60206,182112,8514,2454,13536,7895,29821
2025-05-08,257511,3069,49151,219484,282756,296488,60569,179380,10619,3381,16998,8093,30639
2025-05-09,253136,2822,52171,225336,286213,289431,62674,179011,12285,5366,21761,9223,35671
2025-05-10,174491,2279,44552,192139,208034,173349,55656,114505,12276,5756,20184,8426,21846
2025-05-11,172726,2697,46615,145098,204714,160752,58142,102084,11932,5429,17477,7967,21517
2025-05-12,154182,1693,43231,128331,169019,140568,46499,91977,12407,5697,20924,6864,22131
2025-05-13,256143,2769,48133,220529,276965,291787,59407,178660,10920,2443,15168,8069,30862
2025-05-14,258291,2455,47558,222783,285447,298657,58814,182181,8722,2055,12685,7689,29142
2025-05-15,257174,2288,48242,218574,281601,294290,59898,179019,9428,2888,14691,7882,28800
2025-05-16,248848,2506,48633,217546,277822,281246,61306,174767,11292,4047,16915,9192,29352
2025-05-17,170884,1953,41468,148074,194322,156281,49403,105344,10421,4629,15951,7881,16755
2025-05-18,158048,2315,43470,123265,171899,134966,42852,89083,11562,3843,17025,6468,17102
2025-05-19,248881,2502,46705,211621,265543,277903,57035,170700,9800,2330,13425,7904,28705
2025-05-20,256050,2365,46881,221115,282952,297661,58811,180843,8291,1898,12342,7642,29359
2025-05-21,260903,2442,48376,225754,291143,303713,60208,185715,8578,2038,12690,7693,28656
2025-05-22,258893,2068,45754,224460,288983,296006,60620,183004,9874,4284,14902,7773,29776
2025-05-23,247412,2739,46099,241346,292862,289691,65132,186499,11591,4214,17429,9300,32058
